Date,Close,Open,diff,trend,open1,close2,close3,close4,trend1,trend2,trend3,trend4,diff1,diff2,diff3,diff4,negative_vader,neutral_vader,positive_vader,negative,neutral,positive,title_vader_sentiment,headline_vader_sentiment,finbert_numeric,average_title_vader_10periods,average_headline_vader_10periods,average_finbert_10periods,Topic_1_appeared,Topic_-1_appeared,Topic_5_appeared,Topic_2_appeared,Topic_0_appeared,Topic_8_appeared,Topic_28_appeared,Topic_27_appeared,Topic_36_appeared,Topic_7_appeared,Topic_21_appeared,Topic_14_appeared,Topic_24_appeared,Topic_16_appeared,Topic_12_appeared,Topic_15_appeared,Topic_11_appeared,Topic_4_appeared,Topic_23_appeared,Topic_26_appeared,Topic_29_appeared,Topic_10_appeared,Topic_9_appeared,Topic_6_appeared,Topic_38_appeared,Topic_33_appeared,Topic_35_appeared,Topic_19_appeared,Topic_34_appeared,Topic_13_appeared,Topic_3_appeared,Topic_25_appeared,Topic_20_appeared,Topic_31_appeared,Topic_30_appeared,Topic_37_appeared,Topic_32_appeared,Topic_18_appeared,Topic_17_appeared,Topic_22_appeared
2012-09-16,58.97999954223633,58.7599983215332,0.374406444839028,1,58.779998779296875,58.93000030517578,59.5099983215332,60.880001068115234,1,1,1,1,0.8506294834699909,0.255191440956169,1.2419182670916353,3.5726477244467194,1.0,0.0,3.0,4.0,0.0,0.0,-0.0635166666666666,0.3158833333333333,-1.0,-0.10339625,-0.0031566666666666,-0.0375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-23,59.279998779296875,58.779998779296875,0.8506294834699909,1,58.52000045776367,59.5099983215332,60.880001068115234,63.5099983215332,1,1,1,1,0.7006149080740752,1.6917256596470025,4.032810307400584,8.526995599343888,1.0,0.0,1.0,0.0,1.0,1.0,-0.05135,0.1537,0.5,-0.05134125,0.0122133333333333,0.0125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-30,58.93000030517578,58.52000045776367,0.7006149080740752,1,58.790000915527344,60.880001068115234,63.5099983215332,63.119998931884766,1,1,1,1,1.2246936465273928,3.5550265692135574,8.02857175115171,7.3651946741402465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,59.5099983215332,58.790000915527344,1.2246936465273928,1,59.45000076293945,63.5099983215332,63.119998931884766,57.41999816894531,1,1,1,0,2.40538315697925,6.829264098386206,6.173251676782406,-3.414638465841071,1.0,2.0,0.0,0.0,3.0,0.0,-0.085,-0.0129,0.0,-0.08863125,0.0207233333333333,0.0125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-14,60.880001068115234,59.45000076293945,2.40538315697925,1,61.209999084472656,63.119998931884766,57.41999816894531,56.70000076293945,1,1,0,0,3.7575547646822223,3.1204049599416273,-6.191800314025435,-7.3680744796437505,3.0,2.0,0.0,3.0,2.0,0.0,0.0051166666666666,-0.42665,-0.5,-0.0839133333333333,0.0007470833333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-21,63.5099983215332,61.209999084472656,3.7575547646822223,1,63.31999969482422,57.41999816894531,56.70000076293945,58.099998474121094,0,0,0,0,-0.31585717609502956,-9.317753560193356,-10.454830959871096,-8.243842776154985,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0258,0.0,-0.0592183333333333,-0.0011129166666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-28,63.119998931884766,63.31999969482422,-0.31585717609502956,0,61.45000076293945,56.70000076293945,58.099998474121094,58.900001525878906,0,0,0,0,-6.558181519868489,-7.729861580188505,-5.4515903128169665,-4.149713922539857,0.0,0.0,3.0,1.0,1.0,1.0,0.3231,0.6376333333333334,0.0,-0.0609083333333333,0.0626504166666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-04,57.41999816894531,61.45000076293945,-6.558181519868489,0,57.56999969482422,58.099998474121094,58.900001525878906,58.13999938964844,0,1,1,1,-1.5112019046319052,0.920616262126755,2.310234215919685,0.9900984850542983,1.0,0.0,6.0,3.0,3.0,1.0,0.2092916666666666,0.451125,-0.4583333333333333,-0.0226358333333333,0.0981429166666666,-0.0791666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-11,56.70000076293945,57.56999969482422,-1.5112019046319052,0,56.58000183105469,58.900001525878906,58.13999938964844,58.060001373291016,1,1,1,1,2.686455627210913,4.100388157907156,2.7571536021717207,2.615764394380084,1.0,2.0,5.0,4.0,1.0,3.0,0.0996125,0.3693875,-0.1875,0.0551354166666666,0.2053416666666666,-0.0645833333333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-18,58.099998474121094,56.58000183105469,2.686455627210913,1,58.68000030517578,58.13999938964844,58.060001373291016,59.290000915527344,1,0,0,1,0.37491687041405847,-0.9202469541904787,-1.0565762247108912,1.0395375037136092,3.0,1.0,5.0,2.0,7.0,0.0,-0.0197933333333333,0.0359266666666666,-0.1333333333333333,0.0479960833333333,0.1687443333333333,-0.1779166666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-25,58.900001525878906,58.68000030517578,0.37491687041405847,1,58.25,58.060001373291016,59.290000915527344,60.529998779296875,0,0,1,1,-0.1888422495305794,-0.3261778999295869,1.78540929704265,3.914160994501073,5.0,1.0,7.0,3.0,8.0,2.0,-0.0129464285714285,-0.0505678571428571,-0.2023809523809523,0.0404514404761904,0.1499337976190476,-0.1981547619047619,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-02,58.13999938964844,58.25,-0.1888422495305794,0,58.16999816894531,59.290000915527344,60.529998779296875,60.400001525878906,0,1,1,1,-0.18909540848674095,1.9253958773200666,4.057075270137235,3.833597089786579,3.0,0.0,4.0,2.0,3.0,2.0,0.18920625,0.06771875,0.1875,0.0657237321428571,0.1251173392857142,-0.0794047619047619,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-09,58.060001373291016,58.16999816894531,-0.18909540848674095,0,57.599998474121094,60.529998779296875,60.400001525878906,62.18000030517578,1,1,1,1,2.934032094055602,5.086806220128966,4.861116538077368,7.9513922784432385,2.0,1.0,3.0,3.0,3.0,0.0,-0.0064611111111111,-0.0641666666666666,-0.3888888888888888,0.070212621031746,0.1033306726190476,-0.1682936507936507,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-16,59.290000915527344,57.599998474121094,2.934032094055602,1,59.04999923706055,60.400001525878906,62.18000030517578,61.70000076293945,1,1,1,1,2.5063498075499737,2.2862020427784873,5.300594595352349,4.4877249112913296,1.0,1.0,2.0,1.0,3.0,0.0,0.0754333333333333,-0.0573999999999999,-0.3333333333333333,0.0862559543650793,0.0988806726190476,-0.2016269841269841,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-23,60.529998779296875,59.04999923706055,2.5063498075499737,1,61.0,62.18000030517578,61.70000076293945,61.79999923706055,0,1,1,1,-0.9836040559362192,1.9344267297963629,1.1475422343269723,1.3114741591156507,2.0,3.0,4.0,3.0,6.0,0.0,0.0111466666666666,0.14439,-0.4,0.0868589543650793,0.1559846726190476,-0.1916269841269841,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-30,60.400001525878906,61.0,-0.9836040559362192,0,60.369998931884766,61.70000076293945,61.79999923706055,63.27000045776367,1,1,1,1,2.9981802307686523,2.203084072529674,2.3687267359226643,4.803713064747552,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7184,0.0,0.0868589543650793,0.2252446726190476,-0.1916269841269841,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-06,62.18000030517578,60.369998931884766,2.9981802307686523,1,62.13999938964844,61.79999923706055,63.27000045776367,63.59000015258789,0,0,1,1,-0.7080763293059854,-0.547151844105955,1.8184761493632635,2.3334418686540905,1.0,1.0,2.0,1.0,3.0,0.0,-0.0799249999999999,-0.08295,-0.25,0.0465564543650793,0.1531863392857143,-0.2166269841269841,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-13,61.70000076293945,62.13999938964844,-0.7080763293059854,0,61.86000061035156,63.27000045776367,63.59000015258789,61.529998779296875,0,1,1,0,-0.09699542951665455,2.279340177012805,2.7966368011105915,-0.5334656123483217,2.0,0.0,4.0,2.0,3.0,1.0,-0.0512375,0.1259125,-0.25,0.0205035376984127,0.1206650892857143,-0.1957936507936508,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-20,61.79999923706055,61.86000061035156,-0.09699542951665455,0,61.41999816894531,63.59000015258789,61.529998779296875,60.45000076293945,1,1,1,0,3.012052009069812,3.5330544583763226,0.17909575648144535,-1.5792859572182496,2.0,1.0,1.0,2.0,2.0,0.0,-0.1807666666666666,-0.1298333333333333,-0.3333333333333333,-0.0075343789682539,0.0707430059523809,-0.2103769841269841,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-27,63.27000045776367,61.41999816894531,3.012052009069812,1,63.18000030517578,61.529998779296875,60.45000076293945,58.22999954223633,1,0,0,0,0.6489392931809178,-2.611588347434269,-4.3209869089106085,-7.834759004478737,1.0,0.0,3.0,2.0,2.0,0.0,-0.1276333333333333,0.1116999999999999,-0.5,-0.0183183789682539,0.0783203392857143,-0.2470436507936508,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-03,63.59000015258789,63.18000030517578,0.6489392931809178,1,63.279998779296875,60.45000076293945,58.22999954223633,57.15999984741211,0,0,0,0,-2.765486779011352,-4.472184056494172,-7.980403499490489,-9.671300647823381,3.0,2.0,4.0,2.0,6.0,1.0,-0.0136066666666666,0.06121,-0.2666666666666666,-0.0183844027777777,0.089498125,-0.2534722222222222,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-10,61.529998779296875,63.279998779296875,-2.765486779011352,0,61.599998474121094,58.22999954223633,57.15999984741211,56.75,0,0,0,0,-1.8668794475129227,-5.470777622341245,-7.2077901569661265,-7.873374341329955,2.0,1.0,4.0,1.0,4.0,2.0,-0.1327,0.1110583333333333,0.0,-0.0505750277777777,0.0938320833333333,-0.2722222222222222,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-17,60.45000076293945,61.599998474121094,-1.8668794475129227,0,60.29999923706055,57.15999984741211,56.75,56.209999084472656,0,0,0,0,-3.4328353582332904,-5.2072959027810155,-5.887229323344183,-6.782753241021876,1.0,1.0,4.0,1.0,3.0,2.0,0.0045375,0.2064375,0.25,-0.0494751666666666,0.1208925,-0.2083333333333333,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-24,58.22999954223633,60.29999923706055,-3.4328353582332904,0,58.0,56.75,56.209999084472656,54.9900016784668,0,0,0,0,-1.4482761251515355,-2.1551724137931036,-3.0862084750471444,-5.189652278505523,1.0,0.0,5.0,3.0,3.0,0.0,0.1378125,0.5503625,-0.5,-0.0432372499999999,0.18166875,-0.225,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-03,57.15999984741211,58.0,-1.4482761251515355,0,57.15999984741211,56.209999084472656,54.9900016784668,54.52000045776367,0,0,0,0,-0.7172845495216913,-1.662002738760441,-3.7963578984221398,-4.61861336020973,4.0,0.0,3.0,4.0,2.0,1.0,-0.23928,-0.3707733333333333,-0.4666666666666666,-0.0682799166666666,0.1301524166666666,-0.2316666666666666,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-10,56.75,57.15999984741211,-0.7172845495216913,0,56.33000183105469,54.9900016784668,54.52000045776367,54.59000015258789,0,0,0,0,-0.21303522577887407,-2.3788391781112095,-3.2132102156140236,-3.0889430532692352,2.0,2.0,8.0,6.0,4.0,2.0,-0.0083333333333333,0.1594133333333333,-0.2666666666666666,-0.0691132499999999,0.07425375,-0.2583333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-17,56.209999084472656,56.33000183105469,-0.21303522577887407,0,55.16999816894531,54.52000045776367,54.59000015258789,48.75,0,0,0,0,-0.3262579236042716,-1.1781724356618128,-1.0512924335819491,-11.636756175495163,2.0,1.0,3.0,3.0,2.0,1.0,0.114375,0.0495875,-0.375,-0.04968325,0.0875075,-0.2708333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-24,54.9900016784668,55.16999816894531,-0.3262579236042716,0,54.779998779296875,54.59000015258789,48.75,47.25,0,0,0,0,-0.47462272239309516,-0.3468394139154143,-11.00766504868161,-13.745890739491406,0.0,0.0,4.0,0.0,3.0,1.0,-0.0903,0.381075,0.25,-0.0535895,0.11302375,-0.2208333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-31,54.52000045776367,54.779998779296875,-0.47462272239309516,0,54.5,48.75,47.25,47.13999938964844,1,0,0,0,0.16513789465668005,-10.550458715596331,-13.302752293577983,-13.504588275874427,2.0,1.0,4.0,2.0,3.0,2.0,-0.0308722222222222,0.16795,0.0,-0.0386000555555555,0.1428020833333333,-0.1875,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
