,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Title,Link,Headline,Article,Source
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-18,ECP’s key focus areas from 2024 to 2026,https://hydrocarbonscolombia.com/article/ecps-key-focus-areas-from-2024-to-2026/,"In its recently presented investment plan, Ecopetrol (NYSE: EC) outlines its commitment to maintaining an oil and gas production range between 725mboed and 730mboed for 2024 to 2026.","In its recently presented investment plan, Ecopetrol (NYSE: EC) outlines its commitment to maintaining an oil and gas production range between 725mboed and 730mboed for 2024 to 2026.",Hydrocarbons
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2024-01-18,Completion of Cupiagua plant maintenance,https://hydrocarbonscolombia.com/article/completion-of-cupiagua-plant-maintenance/,"Ecopetrol (NYSE: EC) reported the successful completion of maintenance activities at the Cupiagua Gas Plant in Aguazul, Casanare, a day ahead of schedule.","Ecopetrol (NYSE: EC) reported the successful completion of maintenance activities at the Cupiagua Gas Plant in Aguazul, Casanare, a day ahead of schedule.",Hydrocarbons
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2024-01-17,ECP’s statute reform,https://hydrocarbonscolombia.com/article/19678/,"The Extraordinary Assembly has approved a 30% representation of women on the new Board of Directors (3 out of 9 members), along with relaxed requirements for those aspiring to join this body.","The Extraordinary Assembly has approved a 30% representation of women on the new Board of Directors (3 out of 9 members), along with relaxed requirements for those aspiring to join this body.",Hydrocarbons
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2024-01-16,Expanding gas access,https://hydrocarbonscolombia.com/article/expanding-gas-access/,"In the ever-evolving landscape of energy transition, Colombia is making significant strides in the mass adoption of natural gas.","In the ever-evolving landscape of energy transition, Colombia is making significant strides in the mass adoption of natural gas.",Hydrocarbons
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2024-01-16,Ocensa and communities reach agreement,https://hydrocarbonscolombia.com/article/ocensa-and-communities-reach-agreement/,"In recent days, Ocensa raised concerns about a potential rupture in the oil pipeline at kilometer 235 due to pipe damage and the inability to perform maintenance due to community blockades.","In recent days, Ocensa raised concerns about a potential rupture in the oil pipeline at kilometer 235 due to pipe damage and the inability to perform maintenance due to community blockades.",Hydrocarbons
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2024-01-16,JEP’s acceptance of Ex-ECP security official,https://hydrocarbonscolombia.com/article/jeps-acceptance-of-ex-ecp-security-official/,"In a surprising move, the Jurisdicción Especial para la Paz (JEP), or Special Jurisdiction for Peace, accepted José Eduardo González Sánchez, a former captain in the National Army who served as the deputy head of security for Ecopetrol (NYSE: EC), into its jurisdiction.","In a surprising move, the Jurisdicción Especial para la Paz (JEP), or Special Jurisdiction for Peace, accepted José Eduardo González Sánchez, a former captain in the National Army who served as the deputy head of security for Ecopetrol (NYSE: EC), into its jurisdiction.",Hydrocarbons
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2024-01-15,ECP and sustainability practices,https://hydrocarbonscolombia.com/article/ecp-and-sustainability-practices/,"In 2023, Ecopetrol secured its position as one of the top three companies in the oil and gas sector for sustainability practices, as per the Dow Jones Sustainability Index (DJSI) results.","In 2023, Ecopetrol secured its position as one of the top three companies in the oil and gas sector for sustainability practices, as per the Dow Jones Sustainability Index (DJSI) results.",Hydrocarbons
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2024-01-15,The Comprehensive Energy Company of Colombia,https://hydrocarbonscolombia.com/article/the-comprehensive-energy-company-of-colombia/,"Whatever Gustavo Petro’s strengths as a politician might be (and we will leave that for another day), I would not hire him as a marketer. Who came up with “Empresa Integral de Energía de Colombia” as the new name for Ecopetrol? And what will it mean for the Colombian industry?","Whatever Gustavo Petro’s strengths as a politician might be (and we will leave that for another day), I would not hire him as a marketer. Who came up with “Empresa Integral de Energía de Colombia” as the new name for Ecopetrol? And what will it mean for the Colombian industry?",Hydrocarbons
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2024-01-12,Colombia’s gas deficit,https://hydrocarbonscolombia.com/article/colombias-gas-deficit/,Colombia is grappling with a looming challenge in terms of natural gas supply—a deficit that could become a reality as early as next year.,Colombia is grappling with a looming challenge in terms of natural gas supply—a deficit that could become a reality as early as next year.,Hydrocarbons
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2024-01-12,Oil industry shrinking,https://hydrocarbonscolombia.com/article/oil-industry-shrinking/,"The Colombian oil industry has long stood as a significant contributor to the country’s economy, accounting for 1.3% of the Gross Domestic Product (GDP) and fostering around 200,000 direct jobs throughout the entire value chain, as estimated by Campetrol.","The Colombian oil industry has long stood as a significant contributor to the country’s economy, accounting for 1.3% of the Gross Domestic Product (GDP) and fostering around 200,000 direct jobs throughout the entire value chain, as estimated by Campetrol.",Hydrocarbons
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2024-01-12,ECP earns gold standard recognition,https://hydrocarbonscolombia.com/article/ecp-earns-gold-standard-recognition/,"Ecopetrol (NYSE: EC) has been awarded the Gold Standard for its advancements in measuring, reporting, and setting reduction goals for methane emissions by the United Nations Oil and Gas Methane Partnership (OGMP 2.0).","Ecopetrol (NYSE: EC) has been awarded the Gold Standard for its advancements in measuring, reporting, and setting reduction goals for methane emissions by the United Nations Oil and Gas Methane Partnership (OGMP 2.0).",Hydrocarbons
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-01-12,Ecopetrol’s liability on a social project,https://hydrocarbonscolombia.com/article/ecopetrols-liability-on-a-social-project/,The Inspector General’s Office upheld a fiscal liability ruling against Ecopetrol (NYSE: EC).,The Inspector General’s Office upheld a fiscal liability ruling against Ecopetrol (NYSE: EC).,Hydrocarbons
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2024-01-10,Copper theft affects oil fields,https://hydrocarbonscolombia.com/article/copper-theft-affects-oil-fields/,"In Colombia’s oil fields, an unusual issue has come to the forefront—copper theft.","In Colombia’s oil fields, an unusual issue has come to the forefront—copper theft.",Hydrocarbons
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2024-01-09,Further details of ECP and PDVSA agreement,https://hydrocarbonscolombia.com/article/further-details-of-ecp-and-pdvsa-agreement/,"Colombian President Gustavo Petro’s recent announcements regarding the likelihood of the Colombian state-owned oil company, Ecopetrol, collaborating with PDVSA to explore and exploit hydrocarbons in Venezuela, raised concerns. Lately, additional specifics have emerged.","Colombian President Gustavo Petro’s recent announcements regarding the likelihood of the Colombian state-owned oil company, Ecopetrol, collaborating with PDVSA to explore and exploit hydrocarbons in Venezuela, raised concerns. Lately, additional specifics have emerged.",Hydrocarbons
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2024-01-09,New CFO at GPRK,https://hydrocarbonscolombia.com/article/new-cfo-at-gprk/,GeoPark announced the appointment of a new Chief Financial Officer (CFO).,GeoPark announced the appointment of a new Chief Financial Officer (CFO).,Hydrocarbons
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-08,The Ecopetrol brain trust still wants to import Venezuelan gas,https://hydrocarbonscolombia.com/article/the-ecopetrol-brain-trust-still-wants-to-import-venezuelan-gas/,"Before the holidays, MinHacienda Ricardo Bonilla, MinEnergia Andrés Camacho and Ecopetrol CEO Ricardo Roa went to Congress to explain to the Fifth Commission of the Lower House the deal between Ecopetrol and Venezuela’s PDVSA. The NOC leadership estimates a gas shortfall in 2024 of at least 10% meaning importing would be inevitable anyway.","Before the holidays, MinHacienda Ricardo Bonilla, MinEnergia Andrés Camacho and Ecopetrol CEO Ricardo Roa went to Congress to explain to the Fifth Commission of the Lower House the deal between Ecopetrol and Venezuela’s PDVSA. The NOC leadership estimates a gas shortfall in 2024 of at least 10% meaning importing would be inevitable anyway.",Hydrocarbons
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2024-01-08,Colombian government could earn US$8.5B from ECP in 2024,https://hydrocarbonscolombia.com/article/colombian-government-could-earn-us8-5b-from-ecp-in-2024/,"Colombian investment bank Corficolombiano made the estimate based on assumptions about the NOC’s production and oil prices. The figure includes dividends, taxes and royalties.","Colombian investment bank Corficolombiano made the estimate based on assumptions about the NOC’s production and oil prices. The figure includes dividends, taxes and royalties.",Hydrocarbons
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2024-01-08,MinHacienda asks Colombia’s high court to review decision on royalty deductibility,https://hydrocarbonscolombia.com/article/minhacienda-asks-colombias-high-court-to-review-decision-on-royalty-deductibility/,"To no one’s surprise, we hope, MinHacienda Ricardo Bonilla has asked Colombia’s Constitutional Court to review its decision from last November on royalty deductibility.","To no one’s surprise, we hope, MinHacienda Ricardo Bonilla has asked Colombia’s Constitutional Court to review its decision from last November on royalty deductibility.",Hydrocarbons
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,2024-01-08,Fearless Forecasts for a Four-and-Twenty Leap Year,https://hydrocarbonscolombia.com/article/fearless-forecasts-for-a-four-and-twenty-leap-year/,"Theoretically, production should be up by an additional 0.3% thanks to an extra day in February. For crude that could be another 775,000 barrels and over US$60M in additional industry revenue! This and other more useful forecasts in our annual review.","Theoretically, production should be up by an additional 0.3% thanks to an extra day in February. For crude that could be another 775,000 barrels and over US$60M in additional industry revenue! This and other more useful forecasts in our annual review.",Hydrocarbons
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,2024-01-07,While you were out,https://hydrocarbonscolombia.com/article/while-you-were-out-2/,"Over the holiday period, we continued to monitor the Colombian press for articles on the oil and gas industry. Some will appear as standalone articles in the coming days, but we also found the following items interesting and relevant. Most concern Ecopetrol.","Over the holiday period, we continued to monitor the Colombian press for articles on the oil and gas industry. Some will appear as standalone articles in the coming days, but we also found the following items interesting and relevant. Most concern Ecopetrol.",Hydrocarbons
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2023-12-14,ECP extends gas service,https://hydrocarbonscolombia.com/article/ecp-extends-gas-service/,"The Ecopetrol Group (NYSE: EC) announced an initiative to expand natural gas service to approximately 20,000 households in the Arauca department and Cubará, Boyacá, in Colombia.","The Ecopetrol Group (NYSE: EC) announced an initiative to expand natural gas service to approximately 20,000 households in the Arauca department and Cubará, Boyacá, in Colombia.",Hydrocarbons
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,2023-12-13,Gas dilemma,https://hydrocarbonscolombia.com/article/gas-dilemma/,"The recent discourse surrounding gas exploration in Colombia has sparked debates, particularly after President Gustavo Petro mentioned the suspension of new gas exploration projects during his speech at the Climate Change Summit in Dubai (COP28). This decision stands in contrast to recent announcements and plans within the energy sector.","The recent discourse surrounding gas exploration in Colombia has sparked debates, particularly after President Gustavo Petro mentioned the suspension of new gas exploration projects during his speech at the Climate Change Summit in Dubai (COP28). This decision stands in contrast to recent announcements and plans within the energy sector.",Hydrocarbons
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,2023-12-12,Natural gas industry bets on reducing CO2 emissions,https://hydrocarbonscolombia.com/article/natural-gas-industry-bets-on-reducing-co2-emissions/,"Amid global climate change concerns, Colombia’s natural gas sector is making strides in reducing its carbon footprint.","Amid global climate change concerns, Colombia’s natural gas sector is making strides in reducing its carbon footprint.",Hydrocarbons
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,2023-12-12,ECP’s open innovation challenge,https://hydrocarbonscolombia.com/article/ecps-open-innovation-challenge/,"Ecopetrol (NYSE: EC) launched a new Econova challenge to contract technology companies interested in solving nine open innovation challenges related to energy transition, decarbonization, and sustainable and safe operation at its Cartagena refinery.","Ecopetrol (NYSE: EC) launched a new Econova challenge to contract technology companies interested in solving nine open innovation challenges related to energy transition, decarbonization, and sustainable and safe operation at its Cartagena refinery.",Hydrocarbons
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,2023-12-11,The kindness of royalties,https://hydrocarbonscolombia.com/article/the-kindness-of-royalties/,"We assume investors view royalties as a cost-of-doing business without regard to value judgements like positive or negative or, as the title suggests, kind or unkind. In fact, our heading for this quarter’s review of company financial results is a play on words. For a number of fields, the ANH changed the way royalties are collected (in kind versus in cash) and this changes results presentations for many companies.","We assume investors view royalties as a cost-of-doing business without regard to value judgements like positive or negative or, as the title suggests, kind or unkind. In fact, our heading for this quarter’s review of company financial results is a play on words. For a number of fields, the ANH changed the way royalties are collected (in kind versus in cash) and this changes results presentations for many companies.",Hydrocarbons
25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2023-12-07,New diesel price formula?,https://hydrocarbonscolombia.com/article/new-diesel-price-formula/,"At the fourth technical meeting with the government, the Intra-association Transport Chamber – UNIDOS (representing cargo, passenger, and dump truck transporters) presented its proposal for determining the price of diesel in Colombia.","At the fourth technical meeting with the government, the Intra-association Transport Chamber – UNIDOS (representing cargo, passenger, and dump truck transporters) presented its proposal for determining the price of diesel in Colombia.",Hydrocarbons
26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,2023-12-07,Decarbonization pledge at COP28,https://hydrocarbonscolombia.com/article/decarbonization-pledge-at-cop28/,"Amidst the proceedings of COP28 held in Dubai, United Arab Emirates, Ecopetrol (NYSE: EC) announced its participation in the global sectoral agreement aimed at accelerating the decarbonization of oil and gas (OGDC).","Amidst the proceedings of COP28 held in Dubai, United Arab Emirates, Ecopetrol (NYSE: EC) announced its participation in the global sectoral agreement aimed at accelerating the decarbonization of oil and gas (OGDC).",Hydrocarbons
27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2023-12-07,Planned maintenance at Cupiagua,https://hydrocarbonscolombia.com/article/planned-maintenance-at-cupiagua/,"Ecopetrol (NYSE: EC) will conduct planned maintenance at the Cupiagua Central Processing Facility (CPF) in Aguazul, Casanare, from January 4 to January 15, 2024.","Ecopetrol (NYSE: EC) will conduct planned maintenance at the Cupiagua Central Processing Facility (CPF) in Aguazul, Casanare, from January 4 to January 15, 2024.",Hydrocarbons
28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,2023-12-06,Congress could shelve the fracking ban,https://hydrocarbonscolombia.com/article/congress-could-shelve-the-fracking-ban/,The Colombian Congress is poised to kill a bill that would have banned fracking in the country.,The Colombian Congress is poised to kill a bill that would have banned fracking in the country.,Hydrocarbons
29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,2023-12-06,Modified asphalt,https://hydrocarbonscolombia.com/article/modified-asphalt/,"The latter part of 2021 marked the inception of Grupo Ecopetrol’s vision for a circular economy, integrating products from its petrochemical and industrial portfolio to contribute to global sustainability efforts.","The latter part of 2021 marked the inception of Grupo Ecopetrol’s vision for a circular economy, integrating products from its petrochemical and industrial portfolio to contribute to global sustainability efforts.",Hydrocarbons
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2023-12-06,ECP’s 2024 investment plan,https://hydrocarbonscolombia.com/article/ecps-2024-investment-plan/,Ecopetrol’s (NYSE: EC) Board of Directors has greenlit its 2024 Investment Plan.,Ecopetrol’s (NYSE: EC) Board of Directors has greenlit its 2024 Investment Plan.,Hydrocarbons
31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,2023-12-04,Naturgas advocates energy security plan,https://hydrocarbonscolombia.com/article/naturgas-advocates-energy-security-plan/,"Naturgas proposed an integral energy security plan, emphasizing the pressing need to expedite investments in exploration and production.","Naturgas proposed an integral energy security plan, emphasizing the pressing need to expedite investments in exploration and production.",Hydrocarbons
32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,2023-12-04,USO warning,https://hydrocarbonscolombia.com/article/uso-warning/,"Colombia’s most prominent oil industry union, the USO, has been raising concerns for weeks about Ecopetrol’s leadership considering a budget cut for its 2024 investment plan.","Colombia’s most prominent oil industry union, the USO, has been raising concerns for weeks about Ecopetrol’s leadership considering a budget cut for its 2024 investment plan.",Hydrocarbons
33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,2023-12-04,Attack on oil workers in Meta,https://hydrocarbonscolombia.com/article/attack-on-oil-workers-in-meta/,"In a recent announcement, the Colombian Army revealed a distressing incident in the rural area of Puerto Triunfo, located in the municipality of Puerto Gaitán, Meta.","In a recent announcement, the Colombian Army revealed a distressing incident in the rural area of Puerto Triunfo, located in the municipality of Puerto Gaitán, Meta.",Hydrocarbons
34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,2023-11-30,Roa on ECP’s 2040 strategy,https://hydrocarbonscolombia.com/article/roa-on-ecps-2040-strategy/,CEO Ricardo Roa recently delineated new strategic guidelines within Ecopetrol’s (NYSE: EC) long-term plan.,CEO Ricardo Roa recently delineated new strategic guidelines within Ecopetrol’s (NYSE: EC) long-term plan.,Hydrocarbons
35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,2023-11-30,Gas import from Venezuela vital,https://hydrocarbonscolombia.com/article/gas-import-from-venezuela-vital/,"Alvaro Ríos, Director Partner at Gas Energy Latin America, emphasized the relevance of Colombia not dismissing natural gas imports from Venezuela, although he recommends that PDVSA should not handle the gas pipeline operations.","Alvaro Ríos, Director Partner at Gas Energy Latin America, emphasized the relevance of Colombia not dismissing natural gas imports from Venezuela, although he recommends that PDVSA should not handle the gas pipeline operations.",Hydrocarbons
36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,2023-11-29,Pros and cons of importing gas,https://hydrocarbonscolombia.com/article/pros-and-cons-of-importing-gas/,"The prospect of Colombia importing gas from Venezuela starting next December, which gained traction this week, immediately evoked memories of the country’s previous unfortunate experience in this realm.","The prospect of Colombia importing gas from Venezuela starting next December, which gained traction this week, immediately evoked memories of the country’s previous unfortunate experience in this realm.",Hydrocarbons
37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,2023-11-29,ECP announces new appointments,https://hydrocarbonscolombia.com/article/ecp-announces-new-appointments/,Ecopetrol (NYSE: EC) announced significant new appointments within its administrative ranks as part of its commitment to navigating the energy transition landscape.,Ecopetrol (NYSE: EC) announced significant new appointments within its administrative ranks as part of its commitment to navigating the energy transition landscape.,Hydrocarbons
38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,2023-11-28,Petrobras eyes Colombian gas for exportation,https://hydrocarbonscolombia.com/article/petrobras-eyes-colombian-gas-for-exportation/,Brazil’s oil giant Petrobras is eyeing a strategic alliance with Colombia to potentially transform the country into a gas exporter.,Brazil’s oil giant Petrobras is eyeing a strategic alliance with Colombia to potentially transform the country into a gas exporter.,Hydrocarbons
39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2023-11-28,Ecopetrol’s meeting to evaluate gas importation,https://hydrocarbonscolombia.com/article/ecopetrols-meeting-to-evaluate-gas-importation/,"The surprise visit of Gustavo Petro, President of Colombia, to Venezuela sparked a wave of discussion and reflection within Ecopetrol’s Board of Directors regarding the president’s plans announced through media channels.","The surprise visit of Gustavo Petro, President of Colombia, to Venezuela sparked a wave of discussion and reflection within Ecopetrol’s Board of Directors regarding the president’s plans announced through media channels.",Hydrocarbons
40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,2023-11-28,Gas imports amid El Niño,https://hydrocarbonscolombia.com/article/gas-imports-amid-el-nino/,"Amid concerns regarding the potential impacts of a strong El Niño phenomenon on Colombia, Ricardo Bonilla, the Minister of Finance (MinHacienda), addressed the nation’s possible need to import gas.","Amid concerns regarding the potential impacts of a strong El Niño phenomenon on Colombia, Ricardo Bonilla, the Minister of Finance (MinHacienda), addressed the nation’s possible need to import gas.",Hydrocarbons
41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,2023-11-28,MinAgricultura and ECP empower rural entrepreneurs,https://hydrocarbonscolombia.com/article/minagricultura-and-ecp-empower-rural-entrepreneurs/,The collaborative efforts of the Ministry of Agriculture and Rural Development (MinAgricultura) and Ecopetrol (NYSE: EC) have been instrumental in fostering over 400 rural projects across 33 municipalities in 11 departments through the ‘El Campo Emprende’ program.,The collaborative efforts of the Ministry of Agriculture and Rural Development (MinAgricultura) and Ecopetrol (NYSE: EC) have been instrumental in fostering over 400 rural projects across 33 municipalities in 11 departments through the ‘El Campo Emprende’ program.,Hydrocarbons
42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,2023-11-28,Kattan’s message,https://hydrocarbonscolombia.com/article/kattans-message/,"The President of Ecopetrol’s Board of Directors, Saúl Kattan, talked about the potential alliance with PDVSA.","The President of Ecopetrol’s Board of Directors, Saúl Kattan, talked about the potential alliance with PDVSA.",Hydrocarbons
43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,2023-11-23,FEC to invest in efficient production,https://hydrocarbonscolombia.com/article/fec-to-invest-in-efficient-production/,Frontera Energy says it is one of the most dynamic and operationally solid companies in the oil and gas sector.,Frontera Energy says it is one of the most dynamic and operationally solid companies in the oil and gas sector.,Hydrocarbons
44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,2023-11-23,J.P. Morgan on ECP,https://hydrocarbonscolombia.com/article/j-p-morgan-on-ecp/,"Ecopetrol’s third-quarter financial disclosures, showcased a mixed performance, a subject recently emphasized in a report by J.P. Morgan.","Ecopetrol’s third-quarter financial disclosures, showcased a mixed performance, a subject recently emphasized in a report by J.P. Morgan.",Hydrocarbons
45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,2023-11-23,Alarm over suspension of Trasandino pipeline,https://hydrocarbonscolombia.com/article/alarm-over-suspension-of-trasandino-pipeline/,"The President of the Oil Workers Union (USO), César Loza, has brought attention to changes in the operation of Colombia’s Trasandino Pipeline (OTA) in the southern region of the country.","The President of the Oil Workers Union (USO), César Loza, has brought attention to changes in the operation of Colombia’s Trasandino Pipeline (OTA) in the southern region of the country.",Hydrocarbons
46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,2023-11-22,ECP’s board on PDVSA discussion,https://hydrocarbonscolombia.com/article/ecps-board-on-pdvsa-discussion/,"During an extraordinary board meeting, Ecopetrol’s Board of Directors was briefed by the administration on the company’s actions concerning potential hydrocarbon transactions between PDVSA and Ecopetrol, following the lifting of restrictions imposed by the United States on Venezuela.","During an extraordinary board meeting, Ecopetrol’s Board of Directors was briefed by the administration on the company’s actions concerning potential hydrocarbon transactions between PDVSA and Ecopetrol, following the lifting of restrictions imposed by the United States on Venezuela.",Hydrocarbons
47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,2023-11-22,ECP-PDVSA alliance: potential repercussions,https://hydrocarbonscolombia.com/article/ecpl-pdvsa-alliance-potential-repercussions/,President Gustavo Petro’s announcement regarding a potential partnership between Ecopetrol (NYSE: EC) and Venezuela’s PDVSA has ignited a wave of skepticism and concerns about the feasibility of such a proposal.,President Gustavo Petro’s announcement regarding a potential partnership between Ecopetrol (NYSE: EC) and Venezuela’s PDVSA has ignited a wave of skepticism and concerns about the feasibility of such a proposal.,Hydrocarbons
48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,2023-11-22,Oil spill triggers emergency in Cimitarra,https://hydrocarbonscolombia.com/article/oil-spill-triggers-emergency-in-cimitarra/,"A recent oil spill in Cimitarra, Santander, has set off an emergency response in the region.","A recent oil spill in Cimitarra, Santander, has set off an emergency response in the region.",Hydrocarbons
49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,2023-11-21,Surtigas 3Q23 results,https://hydrocarbonscolombia.com/article/surtigas-3q23-results/,"Surtigas, the oldest gas supplier on the Caribbean coast, reported a notable surge in its earnings, marking a double-digit growth in accumulated revenues until September.","Surtigas, the oldest gas supplier on the Caribbean coast, reported a notable surge in its earnings, marking a double-digit growth in accumulated revenues until September.",Hydrocarbons
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-21,Offshore drilling plans,https://hydrocarbonscolombia.com/article/offshore-drilling-plans/,"Amid Ecopetrol’s (NYSE: EC) strategy to develop the gas potential of the offshore Caribbean, the company announced its offshore plans for 2024.","Amid Ecopetrol’s (NYSE: EC) strategy to develop the gas potential of the offshore Caribbean, the company announced its offshore plans for 2024.",Hydrocarbons
51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,2023-11-21,ECP and PDVSA partnership?,https://hydrocarbonscolombia.com/article/ecp-and-pdvsa-partnership/,President Gustavo Petro’s meeting with Venezuelan President Nicolás Maduro at Miraflores Palace sparked extensive discussions regarding Colombia’s economy and energy transition.,President Gustavo Petro’s meeting with Venezuelan President Nicolás Maduro at Miraflores Palace sparked extensive discussions regarding Colombia’s economy and energy transition.,Hydrocarbons
52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,2023-11-20,Never mind,https://hydrocarbonscolombia.com/article/never-mind/,"Just as we were about to write about the impact of taxes on Ecopetrol’s 3Q23 results, the Colombian Constitutional Court decides to undo the royalty no-deductibility rule from last December’s tax reform. Instead, we will briefly discuss the tax impact and then focus on ECP’s results, which got the press’s negative attention. Very happy to have to reorient this article in return for what we estimated as US$2B of less tax.","Just as we were about to write about the impact of taxes on Ecopetrol’s 3Q23 results, the Colombian Constitutional Court decides to undo the royalty no-deductibility rule from last December’s tax reform. Instead, we will briefly discuss the tax impact and then focus on ECP’s results, which got the press’s negative attention. Very happy to have to reorient this article in return for what we estimated as US$2B of less tax.",Hydrocarbons
53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,2023-11-16,Drilling of Orca Norte 1 Well,https://hydrocarbonscolombia.com/article/drilling-of-orca-norte-1-well/,"Ecopetrol (NYSE: EC) initiated operations for the drilling of the Orca Norte 1 exploratory well, marking a strategic move to prioritize gas projects within the company’s portfolio.","Ecopetrol (NYSE: EC) initiated operations for the drilling of the Orca Norte 1 exploratory well, marking a strategic move to prioritize gas projects within the company’s portfolio.",Hydrocarbons
54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,2023-11-16,Barranca refinery’s energy transition,https://hydrocarbonscolombia.com/article/barranca-refinerys-energy-transition/,Ecopetrol’s (NYSE: EC) refinery in Barrancabermeja is progressing towards an energy transition. A company statement explains how and why.,Ecopetrol’s (NYSE: EC) refinery in Barrancabermeja is progressing towards an energy transition. A company statement explains how and why.,Hydrocarbons
